"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"73623","NuChewy & Crisp Centres Fine Chocolates",24.44,13.33,64.44,48.89,2.2,4.44,0.111
"73628","Nudel UNapoli",2.2,0.2,6.3,5,2.3,1.5,0.511811
"73633","Nudler Asia Biona 250 g økologisk",1.3,0.4,75,3.4,2.1,12,0.01181102
"73636","Nueces mondadas",65,6.1,13.7,2.6,6.7,15.2,0
"73684","Nuggets Veggie Nature",15.1,1.8,22.2,3.4,2.3,12.8,0.7480315
"73686","NugNugo SliProtein BaBrownie Crunch",13.33,5.56,42.22,4.44,15.6,35.56,0.356
"73687","Nugo Fiber D'LisBlondie BaBlondie",8.89,3.33,71.11,24.44,26.7,6.67,0.178
"73692","NugSmarte Carb Protein BaPeanut Butter Crunch",8,4,38,0,10,40,0.38
"73695","NugStrongeLower Sugar Protein BaReal Dark Chocolate With Caramel",15,3.75,42.5,12.5,10,32.5,0.25
"73699","nulacta",35.6,7.3,51.9,50.1,3.6,6,0.05905512
"73734","Nut & Berry Delight Trail Mix",26.67,1.67,53.33,40,6.7,10,0
"73743","Nut & Oat Bread",3.57,0,47.62,7.14,4.8,9.52,0.321
"73779","Nut HarvesNut & Chocolate Mix",33.33,8.33,43.33,36.67,6.7,13.33,0.217
"73782","Nut HarvesToffee Glazed Nut Mix",39.29,7.14,42.86,35.71,7.1,14.29,0.286
"73783","Nut HarvesWhole CashewSea Salted",46.43,8.93,32.14,7.14,3.6,14.29,0.536
"73810","Nutella +10% Gratuit,",31.6,11,57.3,56.8,4,6,0.0003937008
"73820","NutivNurture VitalitOrganic Hazelnut Spread With Cocoa",35.14,13.51,48.65,32.43,10.8,8.11,0
"73831","Nutri-Grain",1,0.2,69,32,2.7,21.9,0.48
"73834","Nutri-Grain aux céréales complètes à toaster Chocolat",24,9.1,58,31,6.2,6.6,0.2165354
"73878","Nutrition Bar For Lasting Energy",14,6,44,34,2,30,0.36
"73882","Nutrition BarChocolate Chip Cookie Dough",11.11,5.56,53.33,40,2.2,22.22,0.378
"73902","Nuts-N-MorHigh Protein + Peanut SpreaToffee Crunch",29.41,5.88,32.35,2.94,8.8,35.29,0.135
"73909","Nuts & Berries",16.67,0,63.33,43.33,6.7,6.67,0.017
"73931","Nuts & Spices Bar",37.5,8.75,42.5,12.5,17.5,10,0.038
"73946","Nuts and Chocolate Milk",4.64,1.69,3.38,1.27,0.422,1.69,0.0295
"73955","Nuts For DrinkCrunchy Coated Peanuts For IpAromatic Citrus",20,5,56.67,20,3.3,13.33,0.8
"73956","Nuts For DrinkCrunchy Coated PeanutSpicy Chutney",20,5,56.67,20,3.3,13.33,0.833
"73963","Nuts Protein Plus Energy Balls",20.41,5.1,42.86,24.49,8.2,24.49,0.235
"73978","Nutty BiteChai",7.06,1.18,11.76,5.88,1.2,3.53,0.112
"73984","Nutty Caramel Cone",8.45,5.63,35.21,23.94,0,4.23,0.085
"73992","Nutty Donut Holes",14.81,3.7,37.04,14.81,1.8,3.7,0.444
"73996","Nutty NaturalDried Apricots",0,0,62.5,52.5,7.5,2.5,0
"74001","Nutty NaturalRoasted CashewSea Salt",50,8.93,32.14,3.57,3.6,17.86,0.304
"74032","Ny State Aged Cheddar Cheese With Horseradish",32.14,17.86,3.57,3.57,0,21.43,0.964
"74048","O'Fresh saveur citron",0.5,0.1,0.5,0.5,0.4,0.4,0.003937008
"74056","O's Sandwich Creme CookieVanilla",20,10,74.29,34.29,2.9,5.71,0.429
"74061","O Magazin Pesto Ligure",66.67,10,0,0,6.7,6.67,2.22
"74075","Oasis - Raisin",0,0,9,8.8,0,0,0
"74084","Oasis pomme cassis framboise",0,0,8.8,8.75,0,0,0
"74113","Oat Bran Flakes Baked Multigrain Cereal",5.1,1.02,75.51,16.33,10.2,12.24,0.255
"74135","Oat Squares Cereal",4.46,0.89,78.57,16.07,8.9,10.71,0.339
"74141","Oatbran granola",22.8,4.7,48.5,13.6,9.9,13.5,0.01181102
"74147","Oatly Recovery 235ML Apple Beetroot Ginger",0.6,0.1,13,10,0.9,4.6,0.01181102
"74166","Oatmeal Chocolate Chunk Bar",20,10,45,25,2.5,25,0.375
"74190","Oatmeal Raisin Pecan Mini Cookies",25,12.5,62.5,33.33,4.2,4.17,0.229
"74192","Oatmeal Raisins Mini Cookies",14.81,7.41,62.96,37.04,3.7,7.41,0.296
"74200","Oatmeal Squares",8.833333,0.9666667,65.33333,20.66667,9.633333,11.56667,0.1906824
"74211","Oats & FlaOrganic Instant Oatmeal",5,0,72.5,27.5,7.5,10,0.325
"74214","Oats & Honey With Toasted Coconut Granola Bars",14.29,4.29,65.71,17.14,7.1,5.71,0.286
"74220","Oats & O'Honey NuSweetened Toasted Oat Cereal With Honey And Natural Almond Flavor",5.36,0,78.57,32.14,7.1,7.14,0.5
"74226","Oats Greek Yogurt",1.33,0.67,17.33,10.67,2,6.67,0.03
"74234","Oaxaca Cheese",21.43,14.29,0,0,0,21.43,0.643
"74261","Ocean Cuisine Cassolette De Scampis",7.3,4.3,0.8,0.4,0.2,12,0.1456693
"74268","Ocean Spray cranberry & framboise",0,0,12.1,12.1,0,0,0
"74274","OchEspresso Nougat Covered In Dark ChocolatDark Coffee",17.5,10,72.5,52.5,2.5,2.5,0.1
"74279","Octopus In Marinera Sauce",15.59,1.26,2.17,0,0,16.25,0.5045
"74314","Oeufs de Lompe",3.5,1.3,0.7,0.5,0,11,1.732283
"74318","Oeufs de poules elevées en plein air",9.9,2.5,0.7,0.7,0,12.3,0.1181102
"74342","Oeufs sur le plat",0,0,74,63,0,5.5,0.04
"74351","Of CaliforniSliced Almonds",50,3.33,21.665,3.33,13.3,18.335,0
"74365","of Switzerland NAPOLITAINS",33.9,17.6,53.7,52.6,2.9,7.2,0.07480315
"74403","Ogeu Limonade Light",0,0,0,0,0,0,0.003149606
"74413","Oh MercyHot SaucMild",20,0,20,0,0,0,0.8
"74424","Oh SugarTurkey Toes Candy CorPumpkin Spice",0,0,90.24,68.29,0,0,0.268
"74429","Oignon",0.5,0,4.5,2.5,1,0.8,0.8661417
"74440","Oignons Jaunes Filet",0.1,0,9.34,0,1.7,1.1,0
"74450","OikoChocolate On Top With Traditional YogurRaspberry Truffle",3,2,22,20.67,0,6.67,0.047
"74460","OikoGreek Nonfat YogurBanana Peanut Butter Crunch",2.13,1.06,17.73,14.89,0.7,7.8,0.053
"74472","OikoGreek Nonfat Yogurt Plain",0,0,4,4,0,10,0.033
"74484","OikoNonfat Greek YogurCoffee",0,0,9.33,4,4,10,0.1
"74496","OikoTraditional Greek YogurBanana Cream",3,2,12.67,12,0,7.33,0.03
"74501","OikoTriple Zero Blended Greek Nonfat YogurPeach",0,0,10,4.67,4,10,0.043
"74502","OikoTriple Zero Blended Greek Nonfat YogurVanilla",0,0,10,4.67,4,10,0.043
"74531","Okonomi Sauce",0,0,12,12,0,0,0.64
"74536","Okra Soup",0.02,0,8.86,3.8,2.5,1.27,0.101
"74537","Okra Spears",8.33,0,76.67,0,20,6.67,0.133
"74562","Old El Paso Fajita Kit",3.6,0.8,40.3,6.2,1.8,6.7,0.8031496
"74563","Old el paso kit tacos sans piment",7.6,3.1,38.3,6.2,3,5.9,0.7125984
"74569","Old Fashion Egg Nog",7.085,4.585,20.415,15.415,0,3.75,0.0895
"74585","Old Fashioned America's Premium Root Beer",0,0,12.4,12.4,0,0,0.01
"74603","Old Fashioned Cherry Pie Filling",0,0,34.12,28.24,1.2,1.18,0.018
"74618","Old Fashioned Custard",7.09,3.94,17.32,15.75,0,3.15,0.063
"74629","Old Fashioned Heavy Whipping Cream",40,26.67,6.67,6.67,0,0,0.033
"74640","Old Fashioned Lemon PiLemon",12.8,6.4,36,13.6,2.4,2.4,0.264
"74653","Old Fashioned Multigrain Bread",4.65,0,51.16,9.3,2.3,9.3,0.349
"74657","Old Fashioned Oats",6.875,1.25,68.125,1.25,10,12.5,0
"74675","Old Fashioned Rolled Oats",6.25,1.25,67.5,2.5,10,12.5,0
"74689","Old Fashioned Tender Cracklins Chicharron",42.86,14.29,0,0,0,57.14,2.643
"74704","Old Glory Pop",0,0,100,80,0,0,0
"74712","Old LondoMelbWheat Toasts",0,0,70.59,0,5.9,11.76,0.676
"74741","Old Wessex LtdIrish-Style Oatmea100% Whole GraiHigh Fiber Cereal",7.5,1.25,65,0,12.5,15,0
"74754","Old World Rugalah Classic European Pastry",25.79,12.89,31.52,11.46,0,5.73,0.272
"74768","Old World StylTraditional Sauce",1.6,0,10.4,6.4,1.6,1.6,0.384
"74772","Old WorlPocket Pita Breads",1.75,0,52.63,1.75,5.3,8.77,0.237
"74806","Olio Extra Vergine Di Oliva",91.45,13,0,0,0,0,0
"74813","Olive & Caper Pasta Sauce",3.2,0.4,6.4,4,1.6,1.6,0.568
"74814","Olive & Garlic Tapenade",40,0,10,0,6.7,0,1.4
"74863","Olive OiSpaghetti Sauce",2.42,0.4,10.48,6.45,1.6,1.61,0.355
"74871","Olive Verte Cassée à la Gransoise",19,3,1,0.2,3.9,1.4,1.614173
"74876","Olivenöl  Bertolli",91,14,0,0,0,0,0
"74880","OliveOrange-Honey Grilling Sauce",0,0,43.33,30,0,0,0.767
"74894","Olives à la Provençale",17,2.2,0.7,0.6,4.2,1.4,1.496063
"74905","Olives façon grecque NATURE",37.2,0.7,4.6,0.2,0,2.2,1.968504
"74940","Olives noires aux aromates de Provence",38.5,5.06,10,1.1,9.2,2.1,1.76378
"74945","Olives noires dénoyautées",17,2.1,0.5,0,6.2,1.4,0.7086614
"74954","Olives portugaises",13,1.5,0.6,0.6,2.8,0.9,1.496063
"74957","Olives SaumoCitron & Aneth",14.8,2.9,2.7,0.2,1.5,1.2,1.476378
"74973","Olives vertes - Picholine du Gard",15.9,2.87,5.4,0,6.5,0.9,1.374016
"74982","Olives vertes au poivron",13.3,1.9,1.2,0,2.2,2,1.409449
"75021","Olives vertes manzanilla farcies aux anchois",16.2,3,0,0,2.5,1.3,1.279528
"75048","OliviFudge Cupcakes W/ Raspberry Frosting",23.53,2.94,44.12,26.47,4.4,2.94,0.096
"75050","OllToscanFennel Pollen Salame",25,8.93,0,0,0,28.57,1.536
"75073","Omega 3 demi-sel",50,14,0,0,0,0,0.511811
"75075","Oméga 3 Doux",56.5,14,0.35,0.35,0.25,0.35,0.1574803
"75105","One Bar",11.67,8.33,38.33,1.67,16.7,36.67,0.25
"75158","Onion Crisps",42.86,21.43,42.86,0,0,0,0.571
"75162","Onion Dip Mix",0,0,50,0,0,0,5.25
"75194","Ooey Gooey Butter Cake",15.79,7.89,60.525,38.595,1.8,4.385,0.202
"75218","OpadipitGreek Yogurt DiCucumber Dill",13.33,0,10,3.33,0,6.67,0.5
"75223","OpadipitSweet Greek Yogurt DiCinnamon Swirl",4.84,0,25.81,22.58,0,3.23,0.419
"75224","OpadipitSweet Greek Yogurt DiCreamy Cheesecake",6.06,0,33.33,24.24,0,3.03,0.045
"75228","OpCaesar DressinGreek Yogurt",16.67,3.33,6.67,3.33,0,6.67,0.833
"75263","OrangCelery & Nopal Fruit & Veg Juice Blend",0,0,9.17,7.92,0.8,0.42,0.01
"75265","Orange-A-Go-Go Gourmet Handcrafted Chocolate",37.5,25,52.5,42.5,7.5,5,0.05
"75280","Orange 100 % pur fruit pressé (Sans Pulpe)",0,0,10,10,0,0.7,0.01181102
"75283","Orange à l'eau de source",0,0,8.8,8.5,0,0.1,0.00394
"75292","Orange avec Pulpe",0,0,10,10,0.7,0.8,0
"75293","Orange avec pulpe 1 L Tropicana",0,0,10,10,0.5,0.8,0
"75302","Orange Carrot Marmalade",0,0,54.55,54.55,0,0,0
"75309","Orange Citron Acérola",0.2,0.03,38,37,1.7,0.6,0.02362205
"75337","Orange Fraise",0,0,8.5,8.4,0.2,0,0
"75358","Orange Juice With Tangerine Juice",0,0,9.75,8.9,1.7,0.85,0.013
"75381","Orange Peel",0,0,72,72,2,4,0.084
"75385","Orange Poire Clémentine",0.2,0,11,9.9,0.6,0.6,0.001968504
"75390","Orange Rind Muenster Natural Cheese Slices",28.57,16.67,0,0,0,23.81,0.762
"75446","Oranges sanguines pressées",0,0,12,12,0.4,0.5,0
"75460","Orangina Geisha pêche",0,0,8.5,8.2,0,0.1,0
"75464","Orangina Miss O! Framboise Light",0,0,1.4,1.3,0.3,0.1,0
"75470","Orangina rouge",0,0,10.3,9.9,0,0.1,0
"75480","Orazio'GelatBananas Foster Praline",7.08,4.42,18.58,14.16,0,2.65,0.053
"75493","Orca BaWild Keta SalmoSmoky Barbecue",4.93,0.7,2.11,0,0,20.42,0.246
"75496","Orchard FresCashewVanilla Caramel Sea Salt",37.5,2.14,60.71,53.57,3.6,3.57,0.164
"75505","Orchard Nut Trio With Sea Salt",50,5.36,21.43,3.57,7.1,17.86,0.232
"75516","Orchard SnackSmoked House Almonds",53.57,3.57,14.29,3.57,10.7,21.43,0.593
"75520","Orchard SnackTropical Trail Mix",21.43,7.14,57.14,35.71,10.7,10.71,0.307
"75521","Orchard SnackYogurt Nut Mix",14.29,3.57,67.86,46.43,5.4,7.14,0.046
"75523","Orchard ValleCrumblCranberrOrange",2.38,1.19,57.14,21.43,2.4,9.52,0.214
"75537","OreBarArtificially Flavored Vanilla Reduced Fat* Ice Cream With Oreo Cookie Pieces In A Milk Chocolate Flavored Coating With Oreo Basecake Crumbs. Artificial Flavor AddedCookies & Cream",20.55,15.07,36.99,26.03,0,1.37,0.144
"75561","Oreilles de Judas séchées",2,0.5,4,3,67,11,0.07874016
"75577","Oreo Ice Cream Sticks",20,13.8,36.3,28.1,0.7,2.7,0.1181102
"75579","Oreo Mini",15.6,8.5,60.8,37.45,1.8,4.2,0.1535433
"75584","Oreo Peanut Butter Flavour",20.5,9.8,66,34,3.3,5.8,0.4527559
"75586","Oreo Vanilla Cream Cookies",19,9.18,20,10,0,4.4,0.1968504
"75587","OreSandwicheArtificially Flavored Vanilla Reduced Fat* Ice Cream With Oreo Cookie Pieces Between Two Oreo WaferOreo",9.75,2.42,50.075,25,1.4,2.785,0.3275
"75604","Organic & Fair Dark Chocolate",51.35,32.43,35.14,18.92,10.8,8.11,0
"75611","Organic 1 Minute Quick Oats",6.25,1.25,67.5,2.5,10,12.5,0
"75616","Organic 1% Milkfat Lowfat Milk",1.04,0.62,5,5,0,3.33,0.052
"75622","Organic 100% Juice",0,0,13.435,10.835,0.4,0.21,0.0045
"75672","Organic Almond Non-Dairy BeveragChocolate",1.27,0,8.03,7.19,0.4,0.42,0.063
"75673","Organic Almond Non-Dairy Beverage",1.155,0,2.3,1.46,0,0.42,0.071
"75674","Organic Almond Non-Dairy BeveragOriginal",1.27,0,3.38,2.96,0,0.42,0.063
"75689","Organic Ancient Grain Bread",4.41,0,44.12,2.94,11.8,14.71,0.382
"75695","Organic Ancient Grains Hot Cereal",6,1,66,0,8,14,0
"75710","Organic Apple Cider Vinegar All Natural Drink",0,0,5.83,5.42,0,0,0
"75715","Organic Apple Juice Infused Cranberries",2.5,0,80,62.5,5,0,0.05
"75717","Organic Apple Raisin Oatmeal",5.56,0,73.33,6.67,13.3,11.11,0
"75722","Organic Apple Sauce Cinnamon",0,0,20.35,16.81,1.8,0,0.009
"75737","Organic Apricot Rose Spread",0,0,29.41,29.41,0,0,0
"75740","Organic Arborio Rice",2,0,80,0,2,6,0
"75755","Organic Asparagus & Cheese",1.16,1.16,3.49,0,3.5,4.65,0.043
"75757","Organic Authentic Italian Gealto With Rich Gianduja Sauce",11.43,8.57,25.71,20,0,4.29,0.043
"75782","Organic Baby Tomato & Kale Salad",4.55,1.82,6.36,0.91,1.8,4.55,0.273
"75785","Organic Bake At Home Italian Bread",0,0,42,0,2,6,0.48
"75802","Organic Balsamic Vinegar Of Mondena",0,0,39,39,0,0,0.08
"75837","Organic BeveragMixed Berry",1.27,0,9.3,7.61,1.3,0.85,0.004
"75839","Organic Black Bean",3.57,1.79,30.36,8.93,21.4,44.64,0.004
"75851","Organic Black Forest Uncured Ham",1.79,0,1.79,1.79,0,19.64,0.643
"75876","Organic Blueberry Pie",10.4,6.4,32.8,15.2,1.6,2.4,0.184
"75879","Organic Bone Broth",0,0,0,0,0,3.75,0.1075
"75886","Organic Boom Chicka PoSea Salt Popcorn",26.47,0,64.71,0,11.8,11.76,0.324
"75905","Organic Broccoli Florets",0,0,5.178571,1.34,2.871429,2.674286,0.026
"75920","Organic brown rice & quinoa fusilli pasta",2.68,0,76.8,0,3.57,8.93,0
"75925","Organic Brown Rice Marshmallow Treats",10.42,4.17,75,29.17,4.2,4.17,0.146
"75929","Organic Brown Rice Pasta With Moroheiya",1.79,0,76.79,0,3.6,7.14,0.009
"75931","Organic Brown Rice Ramen",2.86,0.71,74.29,1.43,1.4,7.14,0
"75953","Organic Butternut Squash Bisque",1.45,0.62,7.47,2.07,1.7,0.83,0.212
"75990","Organic Capellini",1.79,0,73.21,0,3.6,12.5,0
"75994","Organic Caramel Corn Popcorn",21.43,16.07,64.29,53.57,3.6,3.57,0.375
"76010","Organic Cashew Pieces",46.67,10,30,6.67,3.3,16.67,0.007
"76036","Organic Cherries & Dark Chocolate Bar",37.21,23.26,48.84,32.56,9.3,9.3,0
"76060","Organic Chicken Pho Soup Base",0,0,2.08,2.08,0,0.42,0.275
"76083","Organic ChocolatDark Coconut Toffee",35,22.5,60,50,5,5,0.072
"76088","Organic Chocolate Cake",16.67,8.33,51.67,38.33,3.3,5,0.25
"76090","Organic Chocolate Cupcake",16.38,6.9,49.14,35.34,2.6,4.31,0.276
"76092","Organic Chocolate Fruit & Nut Trail Mix",26.67,8.33,50,33.33,6.7,13.33,0
"76122","Organic Cinnamon Graham Crackers",9.68,0,77.42,29.03,3.2,6.45,0.403
"76136","Organic Classic Saltine Crackers",10,0,73.33,0,0,6.67,1
"76140","Organic Cleaned And Cut Kale Greens",0.59,0,10.59,0,2.4,3.53,0.041
"76158","Organic Coconut Milk",17.66667,15.25,5.666667,2.25,0.7333333,1.916667,0.021
"76170","Organic Coffee Ice Cream",13.41,7.32,21.95,19.51,0,3.66,0.049
"76174","Organic Colby Cheese Sticks",32.14,17.86,3.57,0,0,25,0.607
"76176","Organic Colby Jack Cheese Slices",33.33,19.05,0,0,0,23.81,0.667
"76183","Organic ConservBlackberry",0,0,52.63,52.63,0,0,0
"76189","Organic Cookie Crumble Truffles",51.85,40.74,40.74,29.63,7.4,3.7,0.019
"76194","Organic Cooking StocBeef",0,0,0.42,0.42,0,0.83,0.058
"76196","Organic Corn- Quinoa Supergrain PastaRotelle",1.75,0,80.7,1.75,7,7.02,0.007
"76204","Organic Corn Chips",35.71,5.36,57.14,0,3.6,7.14,0.446
"76205","Organic Corn Flakes",0,0,90,6.67,3.3,6.67,0.267
"76208","Organic Corn Spaghetti",0.89,0,82.14,1.79,3.6,5.36,0
"76211","Organic Corn Tortillas",2.63,0,54.39,1.75,5.3,7.02,0.026
"76215","Organic Country-Style Boneless Pork Ribs",6.25,2.23,0,0,0,20.54,0.049
"76219","Organic Cracked Freekeh",2.5,0,70,0,10,15,0
"76225","Organic Cranberry Green Tea",0,0,0,0,0,0,0
"76230","Organic Cream Of Chicken Condensed Soup",2.65,1.52,7.58,0,0,3.03,0.644
"76244","Organic Creamy Golden Beet Soup",0,0,4.58,1.25,0.8,0.42,0.225
"76248","Organic Creamy Roasted Almond Butter",50,3.12,18.75,6.25,12.5,21.88,0
"76252","Organic Creamy Tomato Soup",0.835,0.45,6.545,4.04,0.5333333,1.46,0.23
"76261","Organic Crunch Dried Apple Crisps",0,0,76.92,61.54,15.4,0,0
"76269","Organic Crunchy Peanut Butter",49.958,8.21,20.876,6.334,6.94,24.71,0.2178
"76278","Organic Crushed Tomatoes With Roasted Onion & Garlic",0,0,5,3.33,1.7,1.67,0
"76307","Organic Dark ChocolatMint Crunch",37.5,22.5,52.5,37.5,10,7.5,0
"76310","Organic Dark ChocolatSpiced Chili",37.5,22.5,52.5,37.5,10,7.5,0.05
"76314","Organic Dark Red Kidney Beans",0.076,0,15.38,0.924,5.72,5.842,0.1036
"76374","Organic Dried Apricots",0,0,72.5,37.5,10,2.5,0.025
"76398","Organic Dry Roasted & Salted Whole Cashew",43.33,8.33,30,6.67,3.3,16.67,0.4
"76484","Organic Flakes & ClusterCoconut Chia Almond",6.36,1.82,76.36,12.73,9.1,10.91,0.173
"76512","Organic French Onion Soup",0.42,0.21,2.08,1.25,0,0.42,0.3
"76517","Organic Fresh Baby Spinach",0,0,4.71,1.18,2.4,2.35,0.094
"76529","Organic Frosted Toaster PastrieRazzi Raspberry",9.62,5.77,75,34.62,1.9,5.77,0.288
"76535","Organic Frozen Ravioli",2.65,1.33,40.71,0.88,1.8,7.96,0.274
"76537","Organic Fruit & Grain BarApple Cinnamon",8.11,0,67.57,40.54,5.4,2.7,0.216
"76547","Organic Fruit & Vegetable PoucheApple Carrot",0,0,15.29,11.76,1.2,0,0.012
"76555","Organic Fruit BlenCherries & Berries",0,0,12.14,8.57,2.1,0.71,0
"76557","Organic Fruit BlenStrawberry & Banana",0,0,13.57,7.14,2.1,0.71,0
"76561","Organic Fruit Juice & Nut Milk Blend",5.06,0.84,8.44,4.22,0.8,2.11,0.034
"76564","Organic Fruit Juice DrinGingeLimeade",0,0,11.69,9.23,0,0,0.003
"76596","Organic Fruit Yogurt Smoothie",0.42,0,14.17,12.5,1.7,1.67,0.012
"76604","Organic Fruity Hearts Candy",0,0,80,57.5,0,0,0.15
"76640","Organic Girelle Durum Semolina Pasta",3.57,1.79,71.43,1.79,1.8,12.5,0.009
"76641","Organic Glazed Carrots",4.09,2.27,15.45,10,1.8,0.91,0.127
"76658","Organic Goji Berries",1.665,0,69.165,48.215,8.7,13.81,0.284
"76691","Organic Graham CrackerHoney",9.68,0,77.42,25.81,6.4,6.45,0.419
"76696","Organic Grain Hearty Wheat Flatbread",7.14,0,78.57,7.14,7.1,7.14,1.071
"76722","Organic Grass Fed Ground Beef",7.08,2.65,0,0,0,21.24,0.066
"76747","Organic Greek Yogurt Raisins",17.5,15,72.5,62.5,2.5,2.5,0.025
"76754","Organic Green Peas",0.584,0,15.204,3.994,5.1,5.378,0.1226
"76758","Organic Green Tea BagJasmine",0,0,5,0,0,5,0.05
"76774","Organic Halves & Pieces Walnuts",64.29,5.36,14.29,3.57,7.1,14.29,0
"76792","Organic Heavy Whipping Cream",33.33,23.33,6.67,0,0,0,0.033
"76848","Organic HummuRoasted Red Pepper",21.43,1.79,14.29,3.57,3.6,7.14,0.571
"76854","Organic Ice CreaCaramel",14.58,8.33,25,23.96,0,4.17,0.089
"76856","Organic Ice CreaChocolate",13.04,8.7,23.91,20.65,1.1,4.35,0.076
"76859","Organic Ice Cream",14.94091,9.281818,22.10273,19.54091,0.3818182,3.766364,0.05090909
"76872","Organic Icelandic Pure Nonfat Yogurt",0,0,4.23,2.82,0,11.97,0.042
"76889","Organic Instant OatmeaOats & Flax",5,0,72.5,27.5,7.5,10,0.325
"76921","Organic Jelly Sour Beans",0,0,90.91,70.71,0,0,0
"76938","Organic Juice SmoothiStrawberry Banana",0.11,0,14.48,11.58,0.9,0.22,0.003
"76946","Organic Just Picked And Quickly Frozen Mediterranean Blend",0,0,4.71,3.53,1.2,1.18,0.018
"76949","Organic Kale Caesar",12,3,12,2,3,6,0.39
"76959","Organic KefiBlueberry",0.83,0.42,10.83,9.17,0,2.5,0.071
"76965","Organic Kefir Whole MilStrawberry",2.92,1.88,11.25,9.58,0.4,2.92,0.062
"76980","Organic Kraut",0,0,6.67,3.33,3.3,0,0.8
"76981","Organic Krinkle Cut Potato ChipLightly Salted",32.14,3.57,57.14,0,7.1,7.14,0.179
"76989","Organic Lemon Tahini",6.67,0,13.3,6.67,0,3.33,0.8
"76991","Organic Lemon Wafers",20,12,68,20,4,8,0.24
"76996","Organic LemonadWatermelon",0,0,10.42,10.42,0,0,0.015
"77000","Organic Lentil & Chickpea Soup",0.92,0,11.225,2.245,3.9,3.875,0.347
"77056","Organic Low Sodium Broth",0,0,0.42,0.42,0,0.42,0.058
"77070","Organic Lowfat Frozen YogurLemon",3.33,2.22,26.67,18.89,2.2,4.44,0.061
"77077","Organic Lowfat YogurRaspberry Rush",1.47,0.88,12.94,10.59,1.8,3.53,0.053
"77083","Organic Lowfat YogurVanilla Velvet",1.47,0.88,12.94,10.59,1.8,3.53,0.053
"77093","Organic Madagascar Vanilla Ice Cream",14.12,8.24,18.82,17.65,0,2.35,0.035
"77094","Organic Madeleines",30,15,30,30,0,5,0.2
"77098","Organic Manaki Olive Oil",93.33,13.33,0,0,0,0,0
"77114","Organic Manicotti",1.23,0.18,20.42,3.17,3.5,4.93,0.204
"77115","Organic Maple Oatmeal",5,0.71,78.57,25.71,10,8.57,0.414
"77133","Organic Medjol Dates",0,0,75,62.5,7.5,2.5,0.025
"77138","Organic Menkong Flower Rice",0,0,75,0,1.7,6.67,0
"77161","Organic Milk ChocolatToffee And Sea Salt",37.14,18.57,47.14,37.14,1.4,10,0.314
"77165","Organic Millers Wheat Bran",3.75,0,65,0,42.5,15,0
"77186","Organic Mix Sesame Honey Roasted Snack Bar",35,5,40,22.5,7.5,15,0
"77208","Organic Moroccan Seasoned Chicken Stew",2.88,0.48,8.33,1.92,1.3,8.01,0.051
"77209","Organic Mountain Mix",28.57,7.14,46.43,32.14,7.1,14.29,0
"77211","Organic Mozzarella Cheese",23.215,11.605,3.57,0,0,25,0.643
"77233","Organic Natural Yogurt",3.8,2.7,9,6.2,0.6,5.6,0.05905512
"77235","Organic Nature's PatCrunchy MaplSunrise",3.33,0,83.33,23.33,10,6.67,0.433
"77236","Organic Nature's Trail Mix",26.67,5,43.33,26.67,6.7,16.67,0.083
"77237","Organic Navel Oranges",0,0,12.99,9.09,3.3,0.65,0
"77251","Organic Nonfat Greek YogurRaspberry",0,0,12.67,11.33,0,9.33,0.04
"77288","Organic Old-Fashioned Rolled Oats",6.25,1.25,67.5,2.5,10,12.5,0
"77298","Organic Organic Vegetable And Fruit Juice Blend",0,0,6.25,5.83,0,0.42,0.05
"77311","Organic Paccheri Pasta",0.91,0,72.73,3.64,3.6,10.91,0.018
"77327","Organic Pasta ItalianRigatoni",3.57,1.79,71.43,1.79,1.8,12.5,0.005
"77330","Organic Pasta Sauce",2.945,0.5178947,6.262105,3.214211,1.436053,1.340263,0.3627895
"77331","Organic Pasta Sauce Italian Herb",0.88,0,7.08,4.42,1.8,1.77,0.442
"77337","Organic Pasta SaucRoasted Garlic",3.655,0.405,7.32,3.25,1.2,1.63,0.2925
"77340","Organic Pasta Shells & White Cheddar Cheese",7.04,4.23,64.79,7.04,2.8,15.49,0.761
"77350","Organic Peanut Butter",50.0525,7.8525,20.305,3.9625,7.775,25.1025,0.084
"77381","Organic Pepper & Onion Blend",0,0,5.88,3.53,1.2,1.18,0.012
"77382","Organic Pepper Jack Cheese",30.355,16.07,1.785,0,0,23.215,0.643
"77388","Organic Peruvian Dark Chocolate",41.86,25.58,46.51,27.91,9.3,9.3,0
"77420","Organic Pizza Pasta Sauce",2.08,0,7.5,3.33,4.2,1.67,0.25
"77428","Organic Plain Greek Yogurt",0,0,3.33,3.33,0,10.67,0.033
"77444","Organic PopcorExtra Virgin Olive Oil",21.43,3.57,64.29,0,10.7,10.71,0.607
"77454","Organic PopcorWhite Cheddar",32.14,3.57,53.57,3.57,10.7,10.71,0.679
"77466","Organic Portobello Mushroom Pasta Sauce",1.69,0,5.93,2.54,1.7,1.69,0.381
"77467","Organic Portobello Red Wine Culinary Simmer Sauce",1.67,0.83,5,0,0,0,0.267
"77470","Organic Potato Chips",30.95,2.976667,57.14,1.19,7.1,7.14,0.5356667
"77480","Organic Power Trail MiGoji Berry",26.67,5,46.67,30,10,13.33,0.167
